C,Tick,D,O,H,L,A,V
0.501,1678377600,2023-03-10 00:00:00,0.498,0.505,0.495,351574000,7038106
0.501,1678291200,2023-03-09 00:00:00,0.502,0.504,0.498,328167200,6549027
0.503,1678204800,2023-03-08 00:00:00,0.502,0.506,0.5,309749700,6164508
0.504,1678118400,2023-03-07 00:00:00,0.513,0.517,0.503,464148700,9111545
0.514,1678032000,2023-03-06 00:00:00,0.514,0.516,0.51,309345000,6033319
0.514,1677772800,2023-03-03 00:00:00,0.513,0.518,0.51,422532000,8219618
0.512,1677686400,2023-03-02 00:00:00,0.516,0.517,0.511,321213400,6255453
0.518,1677600000,2023-03-01 00:00:00,0.519,0.519,0.512,397222600,7703054
0.517,1677513600,2023-02-28 00:00:00,0.514,0.52,0.514,252899600,4891111
0.514,1677427200,2023-02-27 00:00:00,0.516,0.518,0.511,303857400,5912559
0.52,1677168000,2023-02-24 00:00:00,0.524,0.525,0.517,342167900,6575471
0.524,1677081600,2023-02-23 00:00:00,0.524,0.532,0.521,326691000,6221493
0.526,1676995200,2023-02-22 00:00:00,0.526,0.531,0.524,207318900,3933878
0.53,1676908800,2023-02-21 00:00:00,0.534,0.535,0.526,319144500,6023129
0.534,1676822400,2023-02-20 00:00:00,0.528,0.535,0.521,313668000,5942351
0.528,1676563200,2023-02-17 00:00:00,0.531,0.535,0.527,299159000,5636710
0.535,1676476800,2023-02-16 00:00:00,0.536,0.542,0.527,362847400,6774495
0.536,1676390400,2023-02-15 00:00:00,0.546,0.546,0.535,283697400,5268750
0.546,1676304000,2023-02-14 00:00:00,0.546,0.549,0.542,295316400,5424103
0.546,1676217600,2023-02-13 00:00:00,0.542,0.552,0.541,368328400,6743878
0.544,1675958400,2023-02-10 00:00:00,0.542,0.545,0.538,245447200,4533745
0.544,1675872000,2023-02-09 00:00:00,0.535,0.544,0.535,251336400,4650252
0.537,1675785600,2023-02-08 00:00:00,0.538,0.545,0.536,301210500,5572140
0.538,1675699200,2023-02-07 00:00:00,0.539,0.544,0.534,366516200,6799001
0.539,1675612800,2023-02-06 00:00:00,0.541,0.543,0.534,504430100,9380980
0.548,1675353600,2023-02-03 00:00:00,0.55,0.554,0.541,372197100,6808649
0.554,1675267200,2023-02-02 00:00:00,0.549,0.559,0.545,419537800,7579431
0.548,1675180800,2023-02-01 00:00:00,0.542,0.549,0.537,437767900,8076686
0.542,1675094400,2023-01-31 00:00:00,0.554,0.555,0.541,380128500,6960727
0.555,1675008000,2023-01-30 00:00:00,0.567,0.568,0.555,413555200,7398017
0.56,1674144000,2023-01-20 00:00:00,0.562,0.571,0.559,455440700,8087937
0.562,1674057600,2023-01-19 00:00:00,0.548,0.566,0.546,338105500,6062608
0.55,1673971200,2023-01-18 00:00:00,0.554,0.555,0.548,247616500,4495323
0.554,1673884800,2023-01-17 00:00:00,0.557,0.559,0.551,441361500,7945446
0.559,1673798400,2023-01-16 00:00:00,0.541,0.567,0.54,827542700,14835200
0.54,1673539200,2023-01-13 00:00:00,0.527,0.541,0.524,539508400,10066800
0.526,1673452800,2023-01-12 00:00:00,0.528,0.531,0.523,294499000,5590051
0.527,1673366400,2023-01-11 00:00:00,0.53,0.533,0.526,290684300,5486307
0.529,1673280000,2023-01-10 00:00:00,0.523,0.532,0.52,369784100,7002941
0.523,1673193600,2023-01-09 00:00:00,0.521,0.526,0.518,349245600,6690161
0.521,1672934400,2023-01-06 00:00:00,0.523,0.523,0.518,372533600,7162635
0.523,1672848000,2023-01-05 00:00:00,0.511,0.527,0.511,782758300,15052080
0.51,1672761600,2023-01-04 00:00:00,0.506,0.513,0.505,330980900,6488268
0.507,1672675200,2023-01-03 00:00:00,0.508,0.511,0.501,306236500,6058601
0.509,1672329600,2022-12-30 00:00:00,0.509,0.511,0.506,363867400,7147033
0.508,1672243200,2022-12-29 00:00:00,0.5,0.513,0.499,492455700,9685408
0.502,1672156800,2022-12-28 00:00:00,0.498,0.507,0.498,389991700,7761260
0.5,1672070400,2022-12-27 00:00:00,0.491,0.501,0.487,450708500,9093579
0.49,1671984000,2022-12-26 00:00:00,0.493,0.495,0.489,214167400,4357251
0.493,1671724800,2022-12-23 00:00:00,0.482,0.494,0.481,368253000,7521857
0.484,1671638400,2022-12-22 00:00:00,0.48,0.492,0.475,371728400,7662298
0.476,1671552000,2022-12-21 00:00:00,0.476,0.481,0.474,242584000,5087166
0.477,1671465600,2022-12-20 00:00:00,0.484,0.486,0.475,544055700,11388720
0.487,1671379200,2022-12-19 00:00:00,0.499,0.499,0.484,447943600,9167737
0.498,1671120000,2022-12-16 00:00:00,0.497,0.5,0.495,214269400,4305074
0.499,1671033600,2022-12-15 00:00:00,0.498,0.502,0.495,306926800,6163584
0.499,1670947200,2022-12-14 00:00:00,0.5,0.503,0.497,300471400,6015550
0.501,1670860800,2022-12-13 00:00:00,0.509,0.51,0.498,391972400,7826255
0.508,1670774400,2022-12-12 00:00:00,0.508,0.512,0.506,368019900,7232272
0.507,1670515200,2022-12-09 00:00:00,0.503,0.508,0.5,592927200,11750820
0.503,1670428800,2022-12-08 00:00:00,0.504,0.505,0.5,343449600,6840587
0.504,1670342400,2022-12-07 00:00:00,0.501,0.508,0.497,415432900,8263450
0.503,1670256000,2022-12-06 00:00:00,0.503,0.511,0.501,426781100,8445444
0.505,1670169600,2022-12-05 00:00:00,0.508,0.509,0.501,437783600,8677893
0.503,1669910400,2022-12-02 00:00:00,0.503,0.509,0.502,255322000,5057877
0.505,1669824000,2022-12-01 00:00:00,0.506,0.508,0.501,569323300,11283310
0.496,1669737600,2022-11-30 00:00:00,0.501,0.504,0.494,314994800,6320975
0.5,1669651200,2022-11-29 00:00:00,0.485,0.504,0.485,540641200,10878020
0.486,1669564800,2022-11-28 00:00:00,0.483,0.491,0.481,473177800,9775219
0.494,1669305600,2022-11-25 00:00:00,0.498,0.498,0.49,331501000,6715017
0.499,1669219200,2022-11-24 00:00:00,0.497,0.502,0.495,331846000,6657466
0.497,1669132800,2022-11-23 00:00:00,0.503,0.504,0.491,657131600,13256890
0.506,1669046400,2022-11-22 00:00:00,0.515,0.521,0.5,691549400,13597470
0.517,1668960000,2022-11-21 00:00:00,0.515,0.518,0.508,428946100,8345288
0.523,1668700800,2022-11-18 00:00:00,0.523,0.53,0.52,876889600,16723760
0.52,1668614400,2022-11-17 00:00:00,0.517,0.523,0.511,545058900,10557700
0.521,1668528000,2022-11-16 00:00:00,0.518,0.53,0.515,813892100,15543040
0.521,1668441600,2022-11-15 00:00:00,0.515,0.521,0.503,881054200,17201390
0.516,1668355200,2022-11-14 00:00:00,0.503,0.519,0.502,735966500,14324700
0.505,1668096000,2022-11-11 00:00:00,0.515,0.52,0.503,1095263000,21362410
0.505,1668009600,2022-11-10 00:00:00,0.505,0.505,0.505,0,0
0.505,1667923200,2022-11-09 00:00:00,0.505,0.508,0.502,48545200,962581
0.506,1667836800,2022-11-08 00:00:00,0.512,0.513,0.501,502797600,9950799
0.515,1667750400,2022-11-07 00:00:00,0.511,0.516,0.506,676714400,13252150
0.514,1667491200,2022-11-04 00:00:00,0.503,0.517,0.502,738368800,14471470
0.503,1667404800,2022-11-03 00:00:00,0.498,0.509,0.495,585693300,11682810
0.504,1667318400,2022-11-02 00:00:00,0.491,0.511,0.488,947499800,18854680
0.495,1667232000,2022-11-01 00:00:00,0.485,0.497,0.474,909663700,18715090
0.484,1667145600,2022-10-31 00:00:00,0.481,0.49,0.475,548637600,11373670
0.486,1666886400,2022-10-28 00:00:00,0.492,0.501,0.485,559183200,11338990
0.498,1666800000,2022-10-27 00:00:00,0.506,0.506,0.492,844433400,16967430
0.509,1666713600,2022-10-26 00:00:00,0.483,0.513,0.483,899618700,17871080
0.48,1666627200,2022-10-25 00:00:00,0.485,0.492,0.472,630705500,13136870
0.491,1666540800,2022-10-24 00:00:00,0.508,0.509,0.486,780319700,15780380
0.508,1666281600,2022-10-21 00:00:00,0.509,0.514,0.501,466349500,9198306
0.512,1666195200,2022-10-20 00:00:00,0.503,0.522,0.502,654511300,12730260
0.508,1666108800,2022-10-19 00:00:00,0.512,0.514,0.506,606546600,11904280
0.517,1666022400,2022-10-18 00:00:00,0.515,0.522,0.503,665683700,12937540
0.514,1665936000,2022-10-17 00:00:00,0.515,0.523,0.508,928270200,18049380
0.51,1665676800,2022-10-14 00:00:00,0.471,0.51,0.469,1434630000,28890790
0.463,1665590400,2022-10-13 00:00:00,0.452,0.469,0.45,445400000,9610245
0.454,1665504000,2022-10-12 00:00:00,0.45,0.455,0.436,463143100,10431500
0.451,1665417600,2022-10-11 00:00:00,0.455,0.456,0.446,300120900,6668814
0.455,1665331200,2022-10-10 00:00:00,0.47,0.474,0.453,388263700,8390468
0.469,1664467200,2022-09-30 00:00:00,0.468,0.478,0.468,386752700,8182472
0.47,1664380800,2022-09-29 00:00:00,0.466,0.479,0.465,549800800,11626150
0.462,1664294400,2022-09-28 00:00:00,0.461,0.472,0.46,495446800,10618010
0.464,1664208000,2022-09-27 00:00:00,0.44,0.465,0.438,652059100,14359870
0.441,1664121600,2022-09-26 00:00:00,0.436,0.447,0.435,390645500,8824357
0.438,1663862400,2022-09-23 00:00:00,0.442,0.445,0.433,374275100,8530401
0.443,1663776000,2022-09-22 00:00:00,0.446,0.45,0.442,318019700,7147427
0.451,1663689600,2022-09-21 00:00:00,0.46,0.46,0.45,521713400,11535610
0.462,1663603200,2022-09-20 00:00:00,0.462,0.465,0.457,292650100,6338933
0.462,1663516800,2022-09-19 00:00:00,0.47,0.473,0.459,464044800,9994581
0.471,1663257600,2022-09-16 00:00:00,0.483,0.485,0.47,577785100,12099800
0.485,1663171200,2022-09-15 00:00:00,0.49,0.498,0.482,573909800,11713770
0.488,1663084800,2022-09-14 00:00:00,0.485,0.49,0.481,507869300,10460190
0.491,1662998400,2022-09-13 00:00:00,0.5,0.502,0.489,708652400,14369730
0.503,1662652800,2022-09-09 00:00:00,0.495,0.504,0.495,647584000,12933580
0.49,1662566400,2022-09-08 00:00:00,0.492,0.495,0.489,363287300,7396469
0.491,1662480000,2022-09-07 00:00:00,0.491,0.494,0.487,435406400,8880786
0.493,1662393600,2022-09-06 00:00:00,0.495,0.495,0.489,429834700,8742728
0.494,1662307200,2022-09-05 00:00:00,0.502,0.505,0.491,560192800,11306630
0.501,1662048000,2022-09-02 00:00:00,0.505,0.51,0.497,395790800,7891620
0.505,1661961600,2022-09-01 00:00:00,0.507,0.513,0.504,323286500,6358676
0.508,1661875200,2022-08-31 00:00:00,0.499,0.513,0.499,511568900,10092050
0.502,1661788800,2022-08-30 00:00:00,0.501,0.503,0.496,279953700,5608553
0.5,1661702400,2022-08-29 00:00:00,0.5,0.502,0.496,354295700,7098244
0.505,1661443200,2022-08-26 00:00:00,0.503,0.514,0.502,424968900,8363987
0.503,1661356800,2022-08-25 00:00:00,0.499,0.504,0.497,323514000,6459496
0.498,1661270400,2022-08-24 00:00:00,0.503,0.508,0.498,423303100,8433649
0.505,1661184000,2022-08-23 00:00:00,0.512,0.513,0.503,416465000,8232689
0.514,1661097600,2022-08-22 00:00:00,0.509,0.514,0.504,304813700,5971225
0.51,1660838400,2022-08-19 00:00:00,0.515,0.517,0.509,501955400,9792629
0.517,1660752000,2022-08-18 00:00:00,0.522,0.524,0.515,469995700,9088811
0.524,1660665600,2022-08-17 00:00:00,0.52,0.526,0.517,350899500,6717298
0.521,1660579200,2022-08-16 00:00:00,0.526,0.527,0.518,386594400,7410549
0.526,1660492800,2022-08-15 00:00:00,0.531,0.533,0.524,346436600,6569742
0.535,1660233600,2022-08-12 00:00:00,0.534,0.536,0.529,250871500,4703681
0.536,1660147200,2022-08-11 00:00:00,0.521,0.536,0.52,478854800,9044477
0.519,1660060800,2022-08-10 00:00:00,0.528,0.528,0.515,457566300,8797986
0.529,1659974400,2022-08-09 00:00:00,0.531,0.531,0.524,259329300,4924030
0.532,1659888000,2022-08-08 00:00:00,0.536,0.539,0.53,380781400,7142006
0.536,1659628800,2022-08-05 00:00:00,0.529,0.537,0.527,380387700,7134119
0.528,1659542400,2022-08-04 00:00:00,0.521,0.528,0.521,337224400,6428404
0.52,1659456000,2022-08-03 00:00:00,0.519,0.527,0.517,350360300,6723290
0.518,1659369600,2022-08-02 00:00:00,0.524,0.526,0.513,365787600,7044967
0.53,1659283200,2022-08-01 00:00:00,0.523,0.531,0.52,361904700,6876415
0.527,1659024000,2022-07-29 00:00:00,0.54,0.541,0.523,622974700,11748720
0.541,1658937600,2022-07-28 00:00:00,0.548,0.549,0.539,434696400,8013544
0.546,1658851200,2022-07-27 00:00:00,0.551,0.553,0.543,340282000,6226503
0.552,1658764800,2022-07-26 00:00:00,0.553,0.556,0.547,374913500,6811695
0.552,1658678400,2022-07-25 00:00:00,0.553,0.556,0.548,234299400,4250480
0.554,1658419200,2022-07-22 00:00:00,0.564,0.566,0.549,384983500,6923799
0.562,1658332800,2022-07-21 00:00:00,0.564,0.569,0.559,306133700,5437883
0.564,1658246400,2022-07-20 00:00:00,0.56,0.569,0.557,395324800,7010439
0.556,1658160000,2022-07-19 00:00:00,0.562,0.565,0.55,411564500,7403893
0.563,1658073600,2022-07-18 00:00:00,0.563,0.565,0.547,382527300,6887440
0.565,1657814400,2022-07-15 00:00:00,0.576,0.58,0.564,348913300,6094835
0.578,1657728000,2022-07-14 00:00:00,0.564,0.582,0.562,458303700,7959931
0.563,1657641600,2022-07-13 00:00:00,0.56,0.566,0.557,272620900,4854779
0.561,1657555200,2022-07-12 00:00:00,0.582,0.584,0.56,531562500,9371482
0.579,1657468800,2022-07-11 00:00:00,0.586,0.588,0.573,468591300,8081202
0.588,1657209600,2022-07-08 00:00:00,0.586,0.594,0.584,367507700,6244869
0.585,1657123200,2022-07-07 00:00:00,0.597,0.597,0.575,599968600,10288240
0.596,1657036800,2022-07-06 00:00:00,0.603,0.614,0.591,567415900,9418212
0.605,1656950400,2022-07-05 00:00:00,0.603,0.612,0.59,666548800,11124270
0.602,1656864000,2022-07-04 00:00:00,0.576,0.602,0.572,649084600,10951940
0.575,1656604800,2022-07-01 00:00:00,0.581,0.583,0.57,359727500,6250659
0.58,1656518400,2022-06-30 00:00:00,0.566,0.585,0.565,508176400,8793355
0.565,1656432000,2022-06-29 00:00:00,0.565,0.577,0.561,495113200,8686812
0.568,1656345600,2022-06-28 00:00:00,0.568,0.569,0.558,590687500,10498140
0.57,1656259200,2022-06-27 00:00:00,0.567,0.578,0.566,535249500,9349633
0.566,1656000000,2022-06-24 00:00:00,0.549,0.567,0.548,839874600,14963470
0.548,1655913600,2022-06-23 00:00:00,0.545,0.55,0.537,430950700,7935351
0.544,1655827200,2022-06-22 00:00:00,0.554,0.556,0.543,294690200,5354194
0.553,1655740800,2022-06-21 00:00:00,0.555,0.562,0.548,378070800,6813843
0.555,1655654400,2022-06-20 00:00:00,0.552,0.563,0.549,438954600,7902250
0.551,1655395200,2022-06-17 00:00:00,0.532,0.551,0.526,543935900,10072010
0.536,1655308800,2022-06-16 00:00:00,0.528,0.54,0.527,438921900,8197079
0.529,1655222400,2022-06-15 00:00:00,0.526,0.536,0.524,442880900,8359065
0.526,1655136000,2022-06-14 00:00:00,0.517,0.527,0.513,323449000,6223662
0.523,1655049600,2022-06-13 00:00:00,0.526,0.527,0.518,372851200,7154598
0.535,1654790400,2022-06-10 00:00:00,0.524,0.536,0.523,269544500,5084043
0.529,1654704000,2022-06-09 00:00:00,0.542,0.543,0.527,385620700,7217979
0.543,1654617600,2022-06-08 00:00:00,0.532,0.549,0.53,657809200,12163830
0.532,1654531200,2022-06-07 00:00:00,0.524,0.534,0.52,443958700,8387087
0.523,1654444800,2022-06-06 00:00:00,0.51,0.524,0.506,607886900,11724680
0.509,1654099200,2022-06-02 00:00:00,0.512,0.514,0.504,274171400,5402901
0.515,1654012800,2022-06-01 00:00:00,0.515,0.522,0.512,278306100,5383513
0.517,1653926400,2022-05-31 00:00:00,0.501,0.518,0.497,486906700,9555937
0.502,1653840000,2022-05-30 00:00:00,0.498,0.506,0.494,271164900,5429758
0.497,1653580800,2022-05-27 00:00:00,0.496,0.507,0.495,434773700,8674971
0.493,1653494400,2022-05-26 00:00:00,0.5,0.501,0.489,406224100,8248971
0.499,1653408000,2022-05-25 00:00:00,0.497,0.502,0.496,389919800,7821668
0.497,1653321600,2022-05-24 00:00:00,0.517,0.518,0.497,376731500,7473690
0.516,1653235200,2022-05-23 00:00:00,0.522,0.523,0.515,196347000,3792855
0.518,1652976000,2022-05-20 00:00:00,0.507,0.52,0.507,452937700,8788620
0.506,1652889600,2022-05-19 00:00:00,0.5,0.506,0.498,199442500,3978619
0.505,1652803200,2022-05-18 00:00:00,0.513,0.515,0.503,253223300,4994461
0.513,1652716800,2022-05-17 00:00:00,0.51,0.514,0.506,203774600,3999520
0.511,1652630400,2022-05-16 00:00:00,0.522,0.524,0.51,256987300,4992898
0.522,1652371200,2022-05-13 00:00:00,0.524,0.528,0.517,216976500,4155463
0.522,1652284800,2022-05-12 00:00:00,0.511,0.524,0.511,242915700,4672894
0.516,1652198400,2022-05-11 00:00:00,0.505,0.526,0.502,523626300,10114580
0.506,1652112000,2022-05-10 00:00:00,0.493,0.51,0.49,223070900,4450270
0.499,1652025600,2022-05-09 00:00:00,0.504,0.509,0.497,219471300,4372688
0.506,1651766400,2022-05-06 00:00:00,0.505,0.513,0.503,210980300,4151310
0.515,1651680000,2022-05-05 00:00:00,0.513,0.518,0.508,191621600,3733264
0.517,1651161600,2022-04-29 00:00:00,0.506,0.519,0.502,455936500,8929274
0.506,1651075200,2022-04-28 00:00:00,0.511,0.513,0.501,256347900,5069912
0.516,1650988800,2022-04-27 00:00:00,0.498,0.517,0.495,256989800,5090207
0.503,1650902400,2022-04-26 00:00:00,0.493,0.515,0.493,302206900,5980445
0.492,1650816000,2022-04-25 00:00:00,0.509,0.512,0.491,285196000,5653036
0.516,1650556800,2022-04-22 00:00:00,0.509,0.522,0.504,242285500,4737630
0.511,1650470400,2022-04-21 00:00:00,0.521,0.529,0.508,263459800,5089364
0.524,1650384000,2022-04-20 00:00:00,0.534,0.535,0.522,296124200,5609393
0.535,1650297600,2022-04-19 00:00:00,0.547,0.552,0.532,331730400,6164808
0.549,1650211200,2022-04-18 00:00:00,0.545,0.55,0.543,154145500,2819074
0.55,1649952000,2022-04-15 00:00:00,0.541,0.556,0.535,270372300,4946636
0.545,1649865600,2022-04-14 00:00:00,0.537,0.55,0.535,290519600,5355312
0.534,1649779200,2022-04-13 00:00:00,0.542,0.543,0.532,206931700,3852160
0.546,1649692800,2022-04-12 00:00:00,0.528,0.547,0.527,245210100,4566067
0.528,1649606400,2022-04-11 00:00:00,0.535,0.538,0.525,250345700,4721725
0.537,1649347200,2022-04-08 00:00:00,0.543,0.546,0.532,223581200,4149174
0.543,1649260800,2022-04-07 00:00:00,0.549,0.556,0.543,236304700,4311633
0.553,1649174400,2022-04-06 00:00:00,0.558,0.561,0.55,234476000,4228677
0.557,1648742400,2022-04-01 00:00:00,0.555,0.56,0.549,244196000,4399736
0.56,1648656000,2022-03-31 00:00:00,0.56,0.571,0.557,303847100,5392211
0.564,1648569600,2022-03-30 00:00:00,0.547,0.564,0.539,344480800,6221770
0.545,1648483200,2022-03-29 00:00:00,0.545,0.552,0.541,181245900,3316129
0.543,1648396800,2022-03-28 00:00:00,0.54,0.546,0.537,240076000,4432202
0.543,1648137600,2022-03-25 00:00:00,0.559,0.562,0.542,329664700,5971928
0.563,1648051200,2022-03-24 00:00:00,0.545,0.569,0.54,549491500,9853578
0.551,1647964800,2022-03-23 00:00:00,0.535,0.554,0.532,501026900,9172869
0.533,1647878400,2022-03-22 00:00:00,0.542,0.542,0.531,235955400,4411305
0.546,1647792000,2022-03-21 00:00:00,0.545,0.55,0.537,195314500,3584773
0.544,1647532800,2022-03-18 00:00:00,0.54,0.546,0.536,234124300,4330316
0.545,1647446400,2022-03-17 00:00:00,0.536,0.558,0.532,523072000,9567366
0.528,1647360000,2022-03-16 00:00:00,0.523,0.53,0.498,455725500,8882764
0.516,1647273600,2022-03-15 00:00:00,0.532,0.544,0.513,399604900,7578143
0.542,1647187200,2022-03-14 00:00:00,0.563,0.564,0.541,424229000,7704667
0.556,1646928000,2022-03-11 00:00:00,0.533,0.556,0.531,320423600,5906430
0.542,1646841600,2022-03-10 00:00:00,0.532,0.542,0.53,352433100,6561861
0.519,1646755200,2022-03-09 00:00:00,0.534,0.539,0.499,443156400,8536161
0.534,1646668800,2022-03-08 00:00:00,0.544,0.557,0.532,246830800,4538497
0.547,1646582400,2022-03-07 00:00:00,0.562,0.565,0.545,304980500,5533684
0.567,1646323200,2022-03-04 00:00:00,0.56,0.574,0.559,340264600,5990135
0.567,1646236800,2022-03-03 00:00:00,0.575,0.576,0.565,200113900,3518109
0.573,1646150400,2022-03-02 00:00:00,0.575,0.577,0.567,315900600,5524830
0.582,1646064000,2022-03-01 00:00:00,0.579,0.585,0.575,277092000,4776350
0.579,1645977600,2022-02-28 00:00:00,0.574,0.58,0.567,423500900,7362028
0.575,1645718400,2022-02-25 00:00:00,0.554,0.578,0.553,592250900,10342950
0.549,1645632000,2022-02-24 00:00:00,0.557,0.566,0.543,266518600,4805481
0.562,1645545600,2022-02-23 00:00:00,0.55,0.562,0.549,195971100,3519584
0.549,1645459200,2022-02-22 00:00:00,0.556,0.556,0.545,204215600,3721940
0.561,1645372800,2022-02-21 00:00:00,0.565,0.568,0.555,174808200,3117406
0.561,1645113600,2022-02-18 00:00:00,0.554,0.562,0.552,195788900,3509322
0.558,1645027200,2022-02-17 00:00:00,0.557,0.56,0.552,198492600,3566090
0.557,1644940800,2022-02-16 00:00:00,0.556,0.563,0.553,331768100,5947693
0.556,1644854400,2022-02-15 00:00:00,0.526,0.557,0.524,683723600,12536710
0.552,1644768000,2022-02-14 00:00:00,0.526,0.553,0.524,546816800,10063190
0.52,1644508800,2022-02-11 00:00:00,0.534,0.534,0.518,440446300,8381355
0.538,1644422400,2022-02-10 00:00:00,0.551,0.551,0.536,424441200,7835087
0.552,1644336000,2022-02-09 00:00:00,0.55,0.554,0.54,371953800,6784334
0.55,1644249600,2022-02-08 00:00:00,0.555,0.556,0.536,435838900,8008284
0.562,1644163200,2022-02-07 00:00:00,0.565,0.569,0.559,187279600,3317553
0.559,1643299200,2022-01-28 00:00:00,0.561,0.565,0.553,230579200,4117545
0.558,1643212800,2022-01-27 00:00:00,0.569,0.57,0.556,267012700,4735024
0.57,1643126400,2022-01-26 00:00:00,0.582,0.587,0.565,318166900,5538459
0.582,1643040000,2022-01-25 00:00:00,0.594,0.597,0.581,300059500,5086603
0.597,1642953600,2022-01-24 00:00:00,0.593,0.599,0.591,223670300,3754888
0.596,1642694400,2022-01-21 00:00:00,0.613,0.613,0.594,576780600,9609023
0.614,1642608000,2022-01-20 00:00:00,0.618,0.623,0.612,338204000,5486918
0.62,1642521600,2022-01-19 00:00:00,0.63,0.63,0.616,351408700,5649753
0.632,1642435200,2022-01-18 00:00:00,0.639,0.643,0.63,267711600,4218224
0.639,1642348800,2022-01-17 00:00:00,0.639,0.644,0.635,228357800,3573434
0.638,1642089600,2022-01-14 00:00:00,0.627,0.643,0.626,345635200,5428174
0.632,1642003200,2022-01-13 00:00:00,0.639,0.641,0.631,266696800,4189692
0.638,1641916800,2022-01-12 00:00:00,0.626,0.64,0.624,441296100,6950791
0.626,1641830400,2022-01-11 00:00:00,0.627,0.63,0.622,270701000,4322883
0.631,1641744000,2022-01-10 00:00:00,0.621,0.631,0.615,388659700,6214872
0.623,1641484800,2022-01-07 00:00:00,0.628,0.63,0.622,360198100,5759084
0.628,1641398400,2022-01-06 00:00:00,0.638,0.639,0.625,548697600,8708130
0.641,1641312000,2022-01-05 00:00:00,0.65,0.65,0.638,435000000,6769812
0.651,1641225600,2022-01-04 00:00:00,0.672,0.673,0.648,932760400,14251010
0.677,1640880000,2021-12-31 00:00:00,0.681,0.684,0.674,301593700,4449022
0.681,1640793600,2021-12-30 00:00:00,0.674,0.683,0.67,497422300,7331356
0.673,1640707200,2021-12-29 00:00:00,0.672,0.682,0.671,364305500,5379224
0.673,1640620800,2021-12-28 00:00:00,0.667,0.675,0.661,372921300,5577223
0.668,1640534400,2021-12-27 00:00:00,0.66,0.668,0.657,306346200,4630970
0.66,1640275200,2021-12-24 00:00:00,0.664,0.664,0.657,295715100,4481553
0.662,1640188800,2021-12-23 00:00:00,0.669,0.67,0.66,244565200,3689160
0.667,1640102400,2021-12-22 00:00:00,0.669,0.67,0.664,180016300,2698974
0.668,1640016000,2021-12-21 00:00:00,0.66,0.668,0.659,309730000,4660081
0.66,1639929600,2021-12-20 00:00:00,0.674,0.676,0.658,730077200,10973700
0.676,1639670400,2021-12-17 00:00:00,0.686,0.691,0.674,676314700,9945199
0.683,1639584000,2021-12-16 00:00:00,0.68,0.689,0.679,521623300,7633575
0.681,1639497600,2021-12-15 00:00:00,0.705,0.707,0.679,1107165000,16035960
0.707,1639411200,2021-12-14 00:00:00,0.704,0.711,0.704,305204700,4314779
0.706,1639324800,2021-12-13 00:00:00,0.712,0.715,0.705,584716800,8245857
0.711,1639065600,2021-12-10 00:00:00,0.711,0.715,0.708,440679800,6195742
0.714,1638979200,2021-12-09 00:00:00,0.698,0.715,0.693,765905000,10810870
0.696,1638892800,2021-12-08 00:00:00,0.689,0.696,0.685,491569800,7117613
0.687,1638806400,2021-12-07 00:00:00,0.687,0.69,0.683,354886600,5170509
0.684,1638720000,2021-12-06 00:00:00,0.695,0.696,0.683,645191400,9369120
0.697,1638460800,2021-12-03 00:00:00,0.692,0.7,0.691,325419400,4680689
0.692,1638374400,2021-12-02 00:00:00,0.702,0.706,0.692,479388300,6874762
0.705,1638288000,2021-12-01 00:00:00,0.711,0.711,0.702,283296900,4016860
0.713,1638201600,2021-11-30 00:00:00,0.711,0.714,0.705,272227400,3841901
0.713,1638115200,2021-11-29 00:00:00,0.723,0.735,0.709,396251900,5498702
0.715,1637856000,2021-11-26 00:00:00,0.717,0.723,0.714,369914600,5148163
0.716,1637769600,2021-11-25 00:00:00,0.711,0.719,0.709,415404100,5811949
0.711,1637683200,2021-11-24 00:00:00,0.705,0.711,0.699,420796200,5965571
0.706,1637596800,2021-11-23 00:00:00,0.705,0.71,0.702,338622800,4807614
0.705,1637510400,2021-11-22 00:00:00,0.708,0.708,0.702,407579600,5789084
0.708,1637251200,2021-11-19 00:00:00,0.706,0.71,0.703,265451400,3753546
0.709,1637164800,2021-11-18 00:00:00,0.724,0.724,0.707,437821200,6148740
0.726,1637078400,2021-11-17 00:00:00,0.727,0.735,0.723,302344600,4158476
0.728,1636992000,2021-11-16 00:00:00,0.711,0.732,0.711,701550700,9677765
0.71,1636905600,2021-11-15 00:00:00,0.701,0.71,0.7,337899700,4774448
0.701,1636646400,2021-11-12 00:00:00,0.705,0.707,0.697,203437000,2901830
0.702,1636560000,2021-11-11 00:00:00,0.696,0.706,0.694,342243200,4873694
0.698,1636473600,2021-11-10 00:00:00,0.693,0.699,0.686,421240400,6068838
0.695,1636387200,2021-11-09 00:00:00,0.686,0.696,0.684,375269700,5426464
0.686,1636300800,2021-11-08 00:00:00,0.701,0.702,0.682,597635700,8685740
0.703,1636041600,2021-11-05 00:00:00,0.703,0.708,0.7,276028700,3922788
0.704,1635955200,2021-11-04 00:00:00,0.709,0.711,0.701,451641800,6408825
0.708,1635868800,2021-11-03 00:00:00,0.702,0.713,0.701,300578100,4245637
0.702,1635782400,2021-11-02 00:00:00,0.705,0.712,0.697,434786300,6165806
0.706,1635696000,2021-11-01 00:00:00,0.722,0.725,0.704,597635200,8434920
0.723,1635436800,2021-10-29 00:00:00,0.709,0.725,0.704,477446300,6663797
